image_path,label_path,split
images/176.tif,images/window_176.tif,train
images/177.tif,images/window_177.tif,train
images/178.tif,images/window_178.tif,train
images/179.tif,images/window_179.tif,train
images/180.tif,images/window_180.tif,train
images/181.tif,images/window_181.tif,train
images/182.tif,images/window_182.tif,train
images/183.tif,images/window_183.tif,train
images/184.tif,images/window_184.tif,train
images/185.tif,images/window_185.tif,train
images/186.tif,images/window_186.tif,train
images/187.tif,images/window_187.tif,train
images/188.tif,images/window_188.tif,train
images/189.tif,images/window_189.tif,train
images/190.tif,images/window_190.tif,train
images/191.tif,images/window_191.tif,train
images/192.tif,images/window_192.tif,train
images/193.tif,images/window_193.tif,train
images/194.tif,images/window_194.tif,train
images/195.tif,images/window_195.tif,train
images/196.tif,images/window_196.tif,train
images/197.tif,images/window_197.tif,train
images/198.tif,images/window_198.tif,train
images/199.tif,images/window_199.tif,train
images/200.tif,images/window_200.tif,train
images/201.tif,images/window_201.tif,train
images/202.tif,images/window_202.tif,train
images/203.tif,images/window_203.tif,train
images/204.tif,images/window_204.tif,train
images/205.tif,images/window_205.tif,train
images/206.tif,images/window_206.tif,train
images/207.tif,images/window_207.tif,train
images/208.tif,images/window_208.tif,train
images/209.tif,images/window_209.tif,train
images/210.tif,images/window_210.tif,train
images/211.tif,images/window_211.tif,train
images/212.tif,images/window_212.tif,train
images/213.tif,images/window_213.tif,train
images/214.tif,images/window_214.tif,train
images/215.tif,images/window_215.tif,train
images/216.tif,images/window_216.tif,train
images/217.tif,images/window_217.tif,train
images/218.tif,images/window_218.tif,train
images/219.tif,images/window_219.tif,train
images/220.tif,images/window_220.tif,train
images/221.tif,images/window_221.tif,train
images/222.tif,images/window_222.tif,train
images/223.tif,images/window_223.tif,train
images/224.tif,images/window_224.tif,train
images/225.tif,images/window_225.tif,train
images/226.tif,images/window_226.tif,train
images/227.tif,images/window_227.tif,train
images/228.tif,images/window_228.tif,train
images/229.tif,images/window_229.tif,train
images/230.tif,images/window_230.tif,train
images/231.tif,images/window_231.tif,train
images/232.tif,images/window_232.tif,train
images/233.tif,images/window_233.tif,train
images/234.tif,images/window_234.tif,train
images/235.tif,images/window_235.tif,train
images/236.tif,images/window_236.tif,train
images/237.tif,images/window_237.tif,train
images/238.tif,images/window_238.tif,train
images/239.tif,images/window_239.tif,train
images/240.tif,images/window_240.tif,train
images/241.tif,images/window_241.tif,train
images/242.tif,images/window_242.tif,train
images/243.tif,images/window_243.tif,train
images/244.tif,images/window_244.tif,train
images/245.tif,images/window_245.tif,train
images/246.tif,images/window_246.tif,train
images/247.tif,images/window_247.tif,train
images/248.tif,images/window_248.tif,train
images/249.tif,images/window_249.tif,train
images/250.tif,images/window_250.tif,train
images/251.tif,images/window_251.tif,train
images/252.tif,images/window_252.tif,train
images/253.tif,images/window_253.tif,train
images/254.tif,images/window_254.tif,train
images/255.tif,images/window_255.tif,train
images/256.tif,images/window_256.tif,train
images/257.tif,images/window_257.tif,train
images/258.tif,images/window_258.tif,train
images/259.tif,images/window_259.tif,train
images/260.tif,images/window_260.tif,train
images/261.tif,images/window_261.tif,train
images/262.tif,images/window_262.tif,train
images/263.tif,images/window_263.tif,train
images/264.tif,images/window_264.tif,train
images/265.tif,images/window_265.tif,train
images/266.tif,images/window_266.tif,train
images/267.tif,images/window_267.tif,train
images/268.tif,images/window_268.tif,train
images/269.tif,images/window_269.tif,train
images/270.tif,images/window_270.tif,train
images/271.tif,images/window_271.tif,train
images/272.tif,images/window_272.tif,train
images/273.tif,images/window_273.tif,train
images/274.tif,images/window_274.tif,train
images/275.tif,images/window_275.tif,train
images/276.tif,images/window_276.tif,train
images/277.tif,images/window_277.tif,train
images/278.tif,images/window_278.tif,train
images/279.tif,images/window_279.tif,train
images/280.tif,images/window_280.tif,train
images/281.tif,images/window_281.tif,train
images/282.tif,images/window_282.tif,train
images/283.tif,images/window_283.tif,train
images/284.tif,images/window_284.tif,train
images/285.tif,images/window_285.tif,train
images/286.tif,images/window_286.tif,train
images/287.tif,images/window_287.tif,train
images/288.tif,images/window_288.tif,train
images/289.tif,images/window_289.tif,train
images/290.tif,images/window_290.tif,train
images/291.tif,images/window_291.tif,train
images/292.tif,images/window_292.tif,train
images/293.tif,images/window_293.tif,train
images/294.tif,images/window_294.tif,train
images/295.tif,images/window_295.tif,train
images/296.tif,images/window_296.tif,train
images/297.tif,images/window_297.tif,train
images/298.tif,images/window_298.tif,train
images/299.tif,images/window_299.tif,train
images/300.tif,images/window_300.tif,train
images/301.tif,images/window_301.tif,train
images/302.tif,images/window_302.tif,train
images/303.tif,images/window_303.tif,train
images/304.tif,images/window_304.tif,train
images/305.tif,images/window_305.tif,train
images/306.tif,images/window_306.tif,train
images/307.tif,images/window_307.tif,train
images/308.tif,images/window_308.tif,train
images/309.tif,images/window_309.tif,train
images/310.tif,images/window_310.tif,train
images/311.tif,images/window_311.tif,train
images/312.tif,images/window_312.tif,train
images/313.tif,images/window_313.tif,train
images/314.tif,images/window_314.tif,train
images/315.tif,images/window_315.tif,train
images/316.tif,images/window_316.tif,train
images/317.tif,images/window_317.tif,train
images/318.tif,images/window_318.tif,train
images/319.tif,images/window_319.tif,train
images/320.tif,images/window_320.tif,train
images/321.tif,images/window_321.tif,train
images/322.tif,images/window_322.tif,train
images/323.tif,images/window_323.tif,train
images/324.tif,images/window_324.tif,train
images/325.tif,images/window_325.tif,train
images/326.tif,images/window_326.tif,train
images/327.tif,images/window_327.tif,train
images/328.tif,images/window_328.tif,train
images/329.tif,images/window_329.tif,train
images/330.tif,images/window_330.tif,train
images/331.tif,images/window_331.tif,train
images/332.tif,images/window_332.tif,train
images/333.tif,images/window_333.tif,train
images/334.tif,images/window_334.tif,train
images/335.tif,images/window_335.tif,train
images/336.tif,images/window_336.tif,train
images/337.tif,images/window_337.tif,train
images/338.tif,images/window_338.tif,train
images/339.tif,images/window_339.tif,train
images/340.tif,images/window_340.tif,train
images/341.tif,images/window_341.tif,train
images/342.tif,images/window_342.tif,train
images/343.tif,images/window_343.tif,train
images/344.tif,images/window_344.tif,train
images/345.tif,images/window_345.tif,train
images/346.tif,images/window_346.tif,train
images/347.tif,images/window_347.tif,train
images/348.tif,images/window_348.tif,train
images/349.tif,images/window_349.tif,train
images/350.tif,images/window_350.tif,train
images/351.tif,images/window_351.tif,train
images/352.tif,images/window_352.tif,train
images/353.tif,images/window_353.tif,train
images/354.tif,images/window_354.tif,train
images/355.tif,images/window_355.tif,train
images/356.tif,images/window_356.tif,train
images/357.tif,images/window_357.tif,train
images/358.tif,images/window_358.tif,train
images/359.tif,images/window_359.tif,train
images/360.tif,images/window_360.tif,train
images/361.tif,images/window_361.tif,train
images/362.tif,images/window_362.tif,train
images/363.tif,images/window_363.tif,train
images/364.tif,images/window_364.tif,train
images/365.tif,images/window_365.tif,train
images/366.tif,images/window_366.tif,train
images/367.tif,images/window_367.tif,train
images/368.tif,images/window_368.tif,train
images/369.tif,images/window_369.tif,train
images/370.tif,images/window_370.tif,train
images/371.tif,images/window_371.tif,train
images/372.tif,images/window_372.tif,train
images/373.tif,images/window_373.tif,train
images/374.tif,images/window_374.tif,train
images/375.tif,images/window_375.tif,train
images/376.tif,images/window_376.tif,train
images/377.tif,images/window_377.tif,train
images/378.tif,images/window_378.tif,train
images/379.tif,images/window_379.tif,train
images/380.tif,images/window_380.tif,train
images/381.tif,images/window_381.tif,train
images/382.tif,images/window_382.tif,train
images/383.tif,images/window_383.tif,train
images/384.tif,images/window_384.tif,train
images/385.tif,images/window_385.tif,train
images/386.tif,images/window_386.tif,train
images/387.tif,images/window_387.tif,train
images/388.tif,images/window_388.tif,train
images/389.tif,images/window_389.tif,train
images/390.tif,images/window_390.tif,train
images/391.tif,images/window_391.tif,train
images/392.tif,images/window_392.tif,train
images/393.tif,images/window_393.tif,train
images/394.tif,images/window_394.tif,train
images/395.tif,images/window_395.tif,train
images/396.tif,images/window_396.tif,train
images/397.tif,images/window_397.tif,train
images/398.tif,images/window_398.tif,train
images/399.tif,images/window_399.tif,train
images/400.tif,images/window_400.tif,train
images/401.tif,images/window_401.tif,train
images/402.tif,images/window_402.tif,train
images/403.tif,images/window_403.tif,train
images/404.tif,images/window_404.tif,train
images/405.tif,images/window_405.tif,train
images/406.tif,images/window_406.tif,train
images/407.tif,images/window_407.tif,train
images/408.tif,images/window_408.tif,train
images/409.tif,images/window_409.tif,train
images/410.tif,images/window_410.tif,train
images/411.tif,images/window_411.tif,train
images/412.tif,images/window_412.tif,train
images/413.tif,images/window_413.tif,train
images/414.tif,images/window_414.tif,train
images/415.tif,images/window_415.tif,train
images/416.tif,images/window_416.tif,train
images/417.tif,images/window_417.tif,train
images/418.tif,images/window_418.tif,train
images/419.tif,images/window_419.tif,train
images/420.tif,images/window_420.tif,train
images/421.tif,images/window_421.tif,train
images/422.tif,images/window_422.tif,train
images/423.tif,images/window_423.tif,train
images/424.tif,images/window_424.tif,train
images/425.tif,images/window_425.tif,train
images/426.tif,images/window_426.tif,train
images/427.tif,images/window_427.tif,train
images/428.tif,images/window_428.tif,train
images/429.tif,images/window_429.tif,train
images/430.tif,images/window_430.tif,train
images/431.tif,images/window_431.tif,train
images/432.tif,images/window_432.tif,train
images/433.tif,images/window_433.tif,train
images/434.tif,images/window_434.tif,train
images/435.tif,images/window_435.tif,train
images/436.tif,images/window_436.tif,train
images/437.tif,images/window_437.tif,train
images/438.tif,images/window_438.tif,train
images/439.tif,images/window_439.tif,train
images/440.tif,images/window_440.tif,train
images/441.tif,images/window_441.tif,train
images/442.tif,images/window_442.tif,train
images/443.tif,images/window_443.tif,train
images/444.tif,images/window_444.tif,train
images/445.tif,images/window_445.tif,train
images/446.tif,images/window_446.tif,train
images/447.tif,images/window_447.tif,train
images/448.tif,images/window_448.tif,train
images/449.tif,images/window_449.tif,train
images/450.tif,images/window_450.tif,train
images/451.tif,images/window_451.tif,train
images/452.tif,images/window_452.tif,train
images/453.tif,images/window_453.tif,train
images/454.tif,images/window_454.tif,train
images/455.tif,images/window_455.tif,train
images/456.tif,images/window_456.tif,train
images/457.tif,images/window_457.tif,train
images/458.tif,images/window_458.tif,train
images/459.tif,images/window_459.tif,train
images/460.tif,images/window_460.tif,train
images/461.tif,images/window_461.tif,train
images/462.tif,images/window_462.tif,train
images/463.tif,images/window_463.tif,train
images/464.tif,images/window_464.tif,train
images/465.tif,images/window_465.tif,train
images/466.tif,images/window_466.tif,train
images/467.tif,images/window_467.tif,train
images/468.tif,images/window_468.tif,train
images/469.tif,images/window_469.tif,train
images/470.tif,images/window_470.tif,train
images/471.tif,images/window_471.tif,train
images/472.tif,images/window_472.tif,train
images/473.tif,images/window_473.tif,train
images/474.tif,images/window_474.tif,train
images/475.tif,images/window_475.tif,train
images/476.tif,images/window_476.tif,train
images/477.tif,images/window_477.tif,train
images/478.tif,images/window_478.tif,train
images/479.tif,images/window_479.tif,train
images/480.tif,images/window_480.tif,train
images/481.tif,images/window_481.tif,train
images/482.tif,images/window_482.tif,train
images/483.tif,images/window_483.tif,train
images/484.tif,images/window_484.tif,train
images/485.tif,images/window_485.tif,train
images/486.tif,images/window_486.tif,train
images/487.tif,images/window_487.tif,train
images/488.tif,images/window_488.tif,train
images/489.tif,images/window_489.tif,train
images/490.tif,images/window_490.tif,train
images/491.tif,images/window_491.tif,train
images/492.tif,images/window_492.tif,train
images/493.tif,images/window_493.tif,train
images/494.tif,images/window_494.tif,train
images/495.tif,images/window_495.tif,train
images/496.tif,images/window_496.tif,train
images/497.tif,images/window_497.tif,train
images/498.tif,images/window_498.tif,train
images/499.tif,images/window_499.tif,train
images/500.tif,images/window_500.tif,train
images/501.tif,images/window_501.tif,train
images/502.tif,images/window_502.tif,train
images/503.tif,images/window_503.tif,train
images/504.tif,images/window_504.tif,train
images/505.tif,images/window_505.tif,train
images/506.tif,images/window_506.tif,train
images/507.tif,images/window_507.tif,train
images/508.tif,images/window_508.tif,train
images/509.tif,images/window_509.tif,train
images/510.tif,images/window_510.tif,train
images/511.tif,images/window_511.tif,train
images/512.tif,images/window_512.tif,train
images/513.tif,images/window_513.tif,train
images/514.tif,images/window_514.tif,train
images/515.tif,images/window_515.tif,train
images/516.tif,images/window_516.tif,train
images/517.tif,images/window_517.tif,train
images/518.tif,images/window_518.tif,train
images/519.tif,images/window_519.tif,train
images/520.tif,images/window_520.tif,train
images/521.tif,images/window_521.tif,train
images/522.tif,images/window_522.tif,train
images/523.tif,images/window_523.tif,train
images/524.tif,images/window_524.tif,train
images/525.tif,images/window_525.tif,train
images/526.tif,images/window_526.tif,train
images/527.tif,images/window_527.tif,train
images/528.tif,images/window_528.tif,train
images/529.tif,images/window_529.tif,train
images/530.tif,images/window_530.tif,train
images/531.tif,images/window_531.tif,train
images/532.tif,images/window_532.tif,train
images/533.tif,images/window_533.tif,train
images/534.tif,images/window_534.tif,train
images/535.tif,images/window_535.tif,train
images/536.tif,images/window_536.tif,train
images/537.tif,images/window_537.tif,train
images/538.tif,images/window_538.tif,train
images/539.tif,images/window_539.tif,train
images/540.tif,images/window_540.tif,train
images/541.tif,images/window_541.tif,train
images/542.tif,images/window_542.tif,train
images/543.tif,images/window_543.tif,train
images/544.tif,images/window_544.tif,train
images/545.tif,images/window_545.tif,train
images/546.tif,images/window_546.tif,train
images/547.tif,images/window_547.tif,train
images/548.tif,images/window_548.tif,train
images/549.tif,images/window_549.tif,train
images/550.tif,images/window_550.tif,train
images/551.tif,images/window_551.tif,train
images/552.tif,images/window_552.tif,train
images/553.tif,images/window_553.tif,train
images/554.tif,images/window_554.tif,train
images/555.tif,images/window_555.tif,train
images/556.tif,images/window_556.tif,train
images/557.tif,images/window_557.tif,train
images/558.tif,images/window_558.tif,train
images/559.tif,images/window_559.tif,train
images/560.tif,images/window_560.tif,train
images/561.tif,images/window_561.tif,train
images/562.tif,images/window_562.tif,train
images/563.tif,images/window_563.tif,train
images/564.tif,images/window_564.tif,train
images/565.tif,images/window_565.tif,train
images/566.tif,images/window_566.tif,train
images/567.tif,images/window_567.tif,train
images/568.tif,images/window_568.tif,train
images/569.tif,images/window_569.tif,train
images/570.tif,images/window_570.tif,train
images/571.tif,images/window_571.tif,train
images/572.tif,images/window_572.tif,train
images/573.tif,images/window_573.tif,train
images/574.tif,images/window_574.tif,train
images/575.tif,images/window_575.tif,train
images/576.tif,images/window_576.tif,train
images/577.tif,images/window_577.tif,train
images/578.tif,images/window_578.tif,train
images/579.tif,images/window_579.tif,train
images/580.tif,images/window_580.tif,train
images/581.tif,images/window_581.tif,train
images/582.tif,images/window_582.tif,train
images/583.tif,images/window_583.tif,train
images/584.tif,images/window_584.tif,train
images/585.tif,images/window_585.tif,train
images/586.tif,images/window_586.tif,train
images/587.tif,images/window_587.tif,train
images/588.tif,images/window_588.tif,train
images/589.tif,images/window_589.tif,train
images/590.tif,images/window_590.tif,train
images/591.tif,images/window_591.tif,train
images/592.tif,images/window_592.tif,train
images/593.tif,images/window_593.tif,train
images/594.tif,images/window_594.tif,train
images/595.tif,images/window_595.tif,train
images/596.tif,images/window_596.tif,train
images/597.tif,images/window_597.tif,train
images/598.tif,images/window_598.tif,train
images/599.tif,images/window_599.tif,train
images/600.tif,images/window_600.tif,train
images/601.tif,images/window_601.tif,train
images/602.tif,images/window_602.tif,train
images/603.tif,images/window_603.tif,train
images/604.tif,images/window_604.tif,train
images/605.tif,images/window_605.tif,train
images/606.tif,images/window_606.tif,train
images/607.tif,images/window_607.tif,train
images/608.tif,images/window_608.tif,train
images/609.tif,images/window_609.tif,train
images/610.tif,images/window_610.tif,train
images/611.tif,images/window_611.tif,train
images/612.tif,images/window_612.tif,train
images/613.tif,images/window_613.tif,train
images/614.tif,images/window_614.tif,train
images/615.tif,images/window_615.tif,train
images/616.tif,images/window_616.tif,train
images/617.tif,images/window_617.tif,train
images/618.tif,images/window_618.tif,train
images/619.tif,images/window_619.tif,train
images/620.tif,images/window_620.tif,train
images/621.tif,images/window_621.tif,train
images/622.tif,images/window_622.tif,train
images/623.tif,images/window_623.tif,train
images/624.tif,images/window_624.tif,train
images/625.tif,images/window_625.tif,train
images/626.tif,images/window_626.tif,train
images/627.tif,images/window_627.tif,train
images/628.tif,images/window_628.tif,train
images/629.tif,images/window_629.tif,train
images/630.tif,images/window_630.tif,train
images/631.tif,images/window_631.tif,train
images/632.tif,images/window_632.tif,train
images/633.tif,images/window_633.tif,train
images/634.tif,images/window_634.tif,train
images/635.tif,images/window_635.tif,train
images/636.tif,images/window_636.tif,train
images/637.tif,images/window_637.tif,train
images/638.tif,images/window_638.tif,train
images/639.tif,images/window_639.tif,train
images/640.tif,images/window_640.tif,train
images/641.tif,images/window_641.tif,train
images/642.tif,images/window_642.tif,train
images/643.tif,images/window_643.tif,train
images/644.tif,images/window_644.tif,train
images/645.tif,images/window_645.tif,train
images/646.tif,images/window_646.tif,train
images/647.tif,images/window_647.tif,train
images/648.tif,images/window_648.tif,train
images/649.tif,images/window_649.tif,train
images/650.tif,images/window_650.tif,train
images/651.tif,images/window_651.tif,train
images/652.tif,images/window_652.tif,train
images/653.tif,images/window_653.tif,train
images/654.tif,images/window_654.tif,train
images/655.tif,images/window_655.tif,train
images/656.tif,images/window_656.tif,train
images/657.tif,images/window_657.tif,train
images/658.tif,images/window_658.tif,train
images/659.tif,images/window_659.tif,train
images/660.tif,images/window_660.tif,train
images/661.tif,images/window_661.tif,train
images/662.tif,images/window_662.tif,train
images/663.tif,images/window_663.tif,train
images/664.tif,images/window_664.tif,train
images/665.tif,images/window_665.tif,train
images/666.tif,images/window_666.tif,train
images/667.tif,images/window_667.tif,train
images/668.tif,images/window_668.tif,train
images/669.tif,images/window_669.tif,train
images/670.tif,images/window_670.tif,train
images/671.tif,images/window_671.tif,train
images/672.tif,images/window_672.tif,train
images/673.tif,images/window_673.tif,train
images/674.tif,images/window_674.tif,train
images/675.tif,images/window_675.tif,train
images/676.tif,images/window_676.tif,train
images/677.tif,images/window_677.tif,train
images/678.tif,images/window_678.tif,train
images/679.tif,images/window_679.tif,train
images/680.tif,images/window_680.tif,train
images/681.tif,images/window_681.tif,train
images/682.tif,images/window_682.tif,train
images/683.tif,images/window_683.tif,train
images/684.tif,images/window_684.tif,train
images/685.tif,images/window_685.tif,train
images/686.tif,images/window_686.tif,train
images/687.tif,images/window_687.tif,train
images/688.tif,images/window_688.tif,train
images/689.tif,images/window_689.tif,train
images/690.tif,images/window_690.tif,train
images/691.tif,images/window_691.tif,train
images/692.tif,images/window_692.tif,train
images/693.tif,images/window_693.tif,train
images/694.tif,images/window_694.tif,train
images/695.tif,images/window_695.tif,train
images/696.tif,images/window_696.tif,train
images/697.tif,images/window_697.tif,train
images/698.tif,images/window_698.tif,train
images/699.tif,images/window_699.tif,train
images/700.tif,images/window_700.tif,train
images/701.tif,images/window_701.tif,train
images/702.tif,images/window_702.tif,train
images/703.tif,images/window_703.tif,train
images/704.tif,images/window_704.tif,train
images/705.tif,images/window_705.tif,train
images/706.tif,images/window_706.tif,train
images/707.tif,images/window_707.tif,train
images/708.tif,images/window_708.tif,train
images/709.tif,images/window_709.tif,train
images/710.tif,images/window_710.tif,train
images/711.tif,images/window_711.tif,train
images/712.tif,images/window_712.tif,train
images/713.tif,images/window_713.tif,train
images/714.tif,images/window_714.tif,train
images/715.tif,images/window_715.tif,train
images/716.tif,images/window_716.tif,train
images/717.tif,images/window_717.tif,train
images/718.tif,images/window_718.tif,train
images/719.tif,images/window_719.tif,train
images/720.tif,images/window_720.tif,train
images/721.tif,images/window_721.tif,train
images/722.tif,images/window_722.tif,train
images/723.tif,images/window_723.tif,train
images/724.tif,images/window_724.tif,train
images/725.tif,images/window_725.tif,train
images/726.tif,images/window_726.tif,train
images/727.tif,images/window_727.tif,train
images/728.tif,images/window_728.tif,train
images/729.tif,images/window_729.tif,train
images/730.tif,images/window_730.tif,train
images/731.tif,images/window_731.tif,train
images/732.tif,images/window_732.tif,train
images/733.tif,images/window_733.tif,train
images/734.tif,images/window_734.tif,train
images/735.tif,images/window_735.tif,train
images/736.tif,images/window_736.tif,train
images/737.tif,images/window_737.tif,train
images/738.tif,images/window_738.tif,train
images/739.tif,images/window_739.tif,train
images/740.tif,images/window_740.tif,train
images/741.tif,images/window_741.tif,train
images/742.tif,images/window_742.tif,train
images/743.tif,images/window_743.tif,train
images/744.tif,images/window_744.tif,train
images/745.tif,images/window_745.tif,train
images/746.tif,images/window_746.tif,train
images/747.tif,images/window_747.tif,train
images/748.tif,images/window_748.tif,train
images/749.tif,images/window_749.tif,train
images/750.tif,images/window_750.tif,train
images/751.tif,images/window_751.tif,train
images/752.tif,images/window_752.tif,train
images/753.tif,images/window_753.tif,train
images/754.tif,images/window_754.tif,train
images/755.tif,images/window_755.tif,train
images/756.tif,images/window_756.tif,train
images/757.tif,images/window_757.tif,train
images/758.tif,images/window_758.tif,train
images/759.tif,images/window_759.tif,train
images/760.tif,images/window_760.tif,train
images/761.tif,images/window_761.tif,train
images/762.tif,images/window_762.tif,train
images/763.tif,images/window_763.tif,train
images/764.tif,images/window_764.tif,train
images/765.tif,images/window_765.tif,train
images/766.tif,images/window_766.tif,train
images/767.tif,images/window_767.tif,train
images/768.tif,images/window_768.tif,train
images/769.tif,images/window_769.tif,train
images/770.tif,images/window_770.tif,train
images/771.tif,images/window_771.tif,train
images/772.tif,images/window_772.tif,train
images/773.tif,images/window_773.tif,train
images/774.tif,images/window_774.tif,train
images/775.tif,images/window_775.tif,train
